"ChoiceNm","ID","Set","cset","altij","Amount","MobilePd","Merged","Location","Vehicle","DayOfWek","Weekend","StrtTmHr","StayDrtn","AmountA","TmTClrwy","TmTPrdEn","FndMtrEx","FndMtrNP","FndClrwV","MtrExprd","MetrNtPd","ClrwyVlt","FrePrkng","APP","PrkngFrq","PrsnlAPD","PrfMblPy","CBDPrknR","time","Volume","Load","ZoneAPD","CpctyAdj","TrnvrAdj","IndxAdjs","choice","ChcNmOvr","ChocNmPd","ChcNmUnd","ChcNmUnp","LctnElzS","LctnAlcS","LctnTrbS","VehiclCr","VehiclUt","VehiclVn","VehclHvy","VhclOthr","DyOfWkMn","DyOfWkTs","DyOfWkWd","DyOfWkTh","DyOfWkFr","DyOfWkSt","DyOfWkSn","tmErlyMr","timMrnng","timeNoon","tmAftrnn","timEvnng","timeNght","tmMdnght","AmountDiff","OthrNtPd","NtPd","Paid"
1,1,1,4,4,14.7,1,0,2,2,2,0,9,132.216666666667,11.0180555555556,381.883333333333,741.883333333333,0,0,0,0,1,0,0,11.4742857142857,10,149.464285714286,1,1,2,9.66666666666667,6.08333333333333,0.641477272727273,21,0.46031746031746,28.968253968254,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3.6819444444444,1,0,FALSE
3,2,2,4,2,4,1,0,2,1,2,0,13,63.7833333333333,5.31527777777778,130.783333333333,490.783333333333,0,0,0,3,3,0,0,11.4742857142857,10,149.464285714286,1,1,4,45,24.25,0.538740079365079,21,2.14285714285714,115.47619047619,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-1.31527777777778,3,0,FALSE
2,3,3,4,3,8.8,0,1,2,1,2,0,12,110.316666666667,9.19305555555555,181.1,541.1,0,0,0,3,3,0,0,0,0,0,0,0,3,33.3333333333333,15.1666666666667,0.453383683222393,21,1.58730158730159,72.2222222222222,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-0.393055555555549,3,0,TRUE
3,4,4,4,2,7.1,0,1,2,1,2,0,12,103.4,8.61666666666667,184.883333333333,544.883333333333,0,0,0,3,3,0,0,7,1,87,0,1,3,33.3333333333333,15.1666666666667,0.453383683222393,21,1.58730158730159,72.2222222222222,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-1.51666666666667,3,0,FALSE
3,5,5,4,2,12.4,0,1,2,1,2,0,10,163.15,13.5958333333333,323.1,683.1,2,0,0,2,2,0,0,3.6,1,106,0,0,3,33.3333333333333,15.1666666666667,0.453383683222393,21,1.58730158730159,72.2222222222222,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-1.1958333333333,2,0,FALSE
2,6,6,4,3,14.87,1,1,2,1,2,0,10,182.583333333333,15.2152777777778,334.733333333333,694.733333333333,2,0,0,2,2,0,0,0,0,0,0,0,3,33.3333333333333,15.1666666666667,0.453383683222393,21,1.58730158730159,72.2222222222222,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-0.345277777777801,2,0,TRUE
1,7,7,4,4,17,0,1,2,1,2,0,12,171.633333333333,14.3027777777778,202.3,562.3,2,0,0,2,4,0,0,10,2,123,0,1,3,33.3333333333333,15.1666666666667,0.453383683222393,21,1.58730158730159,72.2222222222222,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2.6972222222222,4,0,FALSE
3,8,8,4,2,3,0,0,2,1,2,0,4,51.7,4.30833333333333,714.516666666667,1074.51666666667,0,0,0,1,6,0,0,3.375,2,164,0,1,6,16,1.5,0.0775862068965515,21,0.761904761904762,7.14285714285714,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1.30833333333333,6,0,FALSE
2,9,9,4,3,14.7,0,0,2,3,2,0,7,177,14.75,501.633333333333,861.633333333333,0,2,0,0,2,0,0,2,1,24,0,1,2,9.66666666666667,6.08333333333333,0.641477272727273,21,0.46031746031746,28.968253968254,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-0.0500000000000007,2,0,TRUE
3,10,10,4,2,9.8,0,0,2,2,2,0,9,134.383333333333,11.1986111111111,373.95,733.95,0,0,0,4,0,0,0,0,0,0,0,0,2,9.66666666666667,6.08333333333333,0.641477272727273,21,0.46031746031746,28.968253968254,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1.3986111111111,0,0,FALSE
1,11,11,4,4,14.7,0,0,2,1,2,0,10,98.4833333333333,8.20694444444445,335.45,695.45,0,0,0,4,0,0,0,14.7,1,246,0,1,3,33.3333333333333,15.1666666666667,0.453383683222393,21,1.58730158730159,72.2222222222222,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6.49305555555555,0,0,FALSE
1,12,12,4,4,8,0,0,2,2,2,0,10,37.0166666666667,3.08472222222222,337.366666666667,697.366666666667,0,2,0,0,2,0,0,5.95,2,73,0,1,3,33.3333333333333,15.1666666666667,0.453383683222393,21,1.58730158730159,72.2222222222222,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4.91527777777778,2,0,FALSE
3,13,13,4,2,8,0,0,2,1,2,0,10,124.95,10.4125,332.283333333333,692.283333333333,0,0,0,4,0,0,0,7.88,5,107.8,0,0.8,3,33.3333333333333,15.1666666666667,0.453383683222393,21,1.58730158730159,72.2222222222222,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-2.4125,0,0,FALSE
1,14,14,4,4,14.7,0,0,2,2,2,0,11,96.8833333333333,8.07361111111111,287.85,647.85,0,0,0,4,0,0,0,9.3,2,180.666666666667,0,0.333333333333333,3,33.3333333333333,15.1666666666667,0.453383683222393,21,1.58730158730159,72.2222222222222,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6.62638888888889,0,0,FALSE
2,15,15,4,3,6,0,0,2,1,2,0,11,69.95,5.82916666666667,285.5,645.5,0,0,0,4,0,0,0,4.85,3,75.75,0,0.5,3,33.3333333333333,15.1666666666667,0.453383683222393,21,1.58730158730159,72.2222222222222,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.17083333333333,0,0,TRUE
1,16,16,4,4,13.3,0,0,2,1,2,0,11,97.2,8.1,284.516666666667,644.516666666667,0,0,0,4,0,0,0,0,0,0,0,0,3,33.3333333333333,15.1666666666667,0.453383683222393,21,1.58730158730159,72.2222222222222,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5.2,0,0,FALSE
1,17,17,4,4,14.7,0,0,2,1,2,0,11,53.7,4.475,260.7,620.7,0,0,0,4,0,0,0,0,0,0,0,0,3,33.3333333333333,15.1666666666667,0.453383683222393,21,1.58730158730159,72.2222222222222,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,10.225,0,0,FALSE
2,18,18,4,3,3.75,0,0,2,1,2,0,11,49.05,4.0875,256.5,616.5,0,0,0,4,0,0,0,0,0,0,0,0,3,33.3333333333333,15.1666666666667,0.453383683222393,21,1.58730158730159,72.2222222222222,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-0.3375,0,0,TRUE
1,19,19,4,4,5.5,0,0,2,1,2,0,11,52.5333333333333,4.37777777777778,247.35,607.35,0,0,0,4,0,0,0,7,1,86,0,1,3,33.3333333333333,15.1666666666667,0.453383683222393,21,1.58730158730159,72.2222222222222,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.12222222222222,0,0,FALSE
3,20,20,4,2,11.5,0,0,2,1,2,0,12,161.116666666667,13.4263888888889,237.85,597.85,0,0,0,3,3,0,0,4.4,1,120,0,1,3,33.3333333333333,15.1666666666667,0.453383683222393,21,1.58730158730159,72.2222222222222,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-1.9263888888889,3,0,FALSE
3,21,21,4,2,3.9,0,0,2,1,2,0,12,64.2166666666667,5.35138888888889,236.5,596.5,2,0,0,2,2,0,0,0,0,0,0,0,3,33.3333333333333,15.1666666666667,0.453383683222393,21,1.58730158730159,72.2222222222222,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-1.45138888888889,2,0,FALSE
1,22,22,4,4,12,0,0,2,2,2,0,12,130.683333333333,10.8902777777778,207.166666666667,567.166666666667,0,0,0,3,3,0,0,5.24090909090909,13,90.5909090909091,0,0.545454545454545,3,33.3333333333333,15.1666666666667,0.453383683222393,21,1.58730158730159,72.2222222222222,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.1097222222222,3,0,FALSE
1,23,23,4,4,7,0,0,2,1,2,0,12,50.9,4.24166666666667,195.116666666667,555.116666666667,2,0,0,2,2,0,0,0,0,0,0,0,3,33.3333333333333,15.1666666666667,0.453383683222393,21,1.58730158730159,72.2222222222222,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2.75833333333333,2,0,FALSE
1,24,24,4,4,11,0,0,2,1,2,0,12,117.716666666667,9.80972222222222,191.516666666667,551.516666666667,0,0,0,3,3,0,0,2.5,1,83,0,0,3,33.3333333333333,15.1666666666667,0.453383683222393,21,1.58730158730159,72.2222222222222,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.19027777777778,3,0,FALSE
2,25,25,4,3,4.9,0,0,2,1,2,0,13,66.2333333333333,5.51944444444444,172.2,532.2,0,0,0,3,3,0,0,0,0,0,0,0,4,45,24.25,0.538740079365079,21,2.14285714285714,115.47619047619,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-0.61944444444444,3,0,TRUE
3,26,26,4,2,3.75,0,0,2,1,2,0,13,96.4166666666667,8.03472222222222,129.883333333333,489.883333333333,2,0,0,2,4,0,0,7.65,2,94,0,1,4,45,24.25,0.538740079365079,21,2.14285714285714,115.47619047619,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-4.28472222222222,4,0,FALSE
2,27,27,4,3,1,0,0,2,1,2,0,19,18.0666666666667,1.50555555555556,1440,175.516666666667,0,0,0,0,1,0,0,0,0,0,0,0,6,16,1.5,0.0775862068965515,21,0.761904761904762,7.14285714285714,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-0.50555555555556,1,0,TRUE
2,28,28,4,3,6.6,0,0,2,1,2,0,19,179,14.9166666666667,1440,179,0,0,0,0,1,0,0,0,0,0,0,0,6,16,1.5,0.0775862068965515,21,0.761904761904762,7.14285714285714,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-8.3166666666667,1,0,TRUE
2,29,29,4,3,3,0,0,2,1,2,0,20,76.3166666666667,6.35972222222222,1440,76.8166666666667,0,0,0,0,0,0,0,0,0,0,0,0,6,16,1.5,0.0775862068965515,21,0.761904761904762,7.14285714285714,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-3.35972222222222,0,0,TRUE
1,30,30,4,4,6.6,0,0,2,1,2,0,8,64.1666666666667,5.34722222222222,463.8,823.8,0,2,0,1,0,0,0,4.2,2,113.5,0,0,2,9.66666666666667,6.08333333333333,0.641477272727273,21,0.46031746031746,28.968253968254,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.25277777777778,0,0,FALSE
3,31,31,4,2,12,0,0,2,2,2,0,9,158.15,13.1791666666667,377.683333333333,737.683333333333,0,0,0,4,0,0,0,3,1,60,0,0,2,9.66666666666667,6.08333333333333,0.641477272727273,21,0.46031746031746,28.968253968254,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1.1791666666667,0,0,FALSE
1,32,32,4,4,7,0,0,2,1,2,0,9,66.2833333333333,5.52361111111111,386.766666666667,746.766666666667,0,2,0,0,2,0,0,0,0,0,0,0,2,9.66666666666667,6.08333333333333,0.641477272727273,21,0.46031746031746,28.968253968254,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.47638888888889,2,0,FALSE
1,33,33,4,4,4.4,0,0,2,1,2,0,9,21.6833333333333,1.80694444444444,368.75,728.75,0,2,0,0,2,0,0,0,0,0,0,0,2,9.66666666666667,6.08333333333333,0.641477272727273,21,0.46031746031746,28.968253968254,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2.59305555555556,2,0,FALSE
2,34,34,4,3,7.6,0,0,2,1,2,0,10,93.75,7.8125,355.55,715.55,0,0,0,0,1,0,0,0,0,0,0,0,3,33.3333333333333,15.1666666666667,0.453383683222393,21,1.58730158730159,72.2222222222222,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-0.2125,1,0,TRUE
2,35,35,4,3,14.7,0,0,2,1,2,0,10,189.7,15.8083333333333,328.65,688.65,2,0,0,2,2,0,0,6.69166666666667,5,116.666666666667,0,0.666666666666667,3,33.3333333333333,15.1666666666667,0.453383683222393,21,1.58730158730159,72.2222222222222,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-1.1083333333333,2,0,TRUE
2,36,36,4,3,8,0,0,2,1,2,0,12,98.5833333333333,8.21527777777778,206.383333333333,566.383333333333,0,0,0,3,3,0,0,2.5,1,83,0,0,3,33.3333333333333,15.1666666666667,0.453383683222393,21,1.58730158730159,72.2222222222222,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-0.21527777777778,3,0,TRUE
2,37,37,4,3,4.9,0,0,2,1,2,0,13,51.2666666666667,4.27222222222222,163.866666666667,523.866666666667,0,0,0,3,3,0,0,0,0,0,0,0,4,45,24.25,0.538740079365079,21,2.14285714285714,115.47619047619,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.62777777777778,3,0,TRUE
1,38,38,4,4,13,0,0,2,1,2,0,13,35.4166666666667,2.95138888888889,161.333333333333,521.333333333333,2,0,0,2,2,0,0,0,0,0,0,0,4,45,24.25,0.538740079365079,21,2.14285714285714,115.47619047619,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,10.0486111111111,2,0,FALSE
1,39,39,4,4,7,0,0,2,1,2,0,13,74.8666666666667,6.23888888888889,144.416666666667,504.416666666667,0,0,0,3,3,0,0,4.0625,3,49.75,0,1,4,45,24.25,0.538740079365079,21,2.14285714285714,115.47619047619,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.76111111111111,3,0,FALSE
2,40,40,4,3,6.6,0,0,2,1,2,0,13,74.95,6.24583333333333,140.066666666667,500.066666666667,0,0,0,3,3,0,0,0,0,0,0,0,4,45,24.25,0.538740079365079,21,2.14285714285714,115.47619047619,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.35416666666667,3,0,TRUE
2,41,41,4,3,11,0,0,2,1,2,0,13,122.333333333333,10.1944444444444,128.833333333333,488.833333333333,2,0,0,2,4,0,0,3.6,2,64.5,0,0.5,4,45,24.25,0.538740079365079,21,2.14285714285714,115.47619047619,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.8055555555556,4,0,TRUE
3,42,42,4,2,7.9,0,0,2,1,2,0,13,115.15,9.59583333333333,125.616666666667,485.616666666667,2,0,0,2,4,0,0,0,0,0,0,0,4,45,24.25,0.538740079365079,21,2.14285714285714,115.47619047619,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-1.69583333333333,4,0,FALSE
3,43,43,4,2,8,0,0,2,1,2,0,14,105.466666666667,8.78888888888889,95.15,455.15,0,0,0,1,0,1,0,3.3,2,47.5,0,0.5,4,45,24.25,0.538740079365079,21,2.14285714285714,115.47619047619,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-0.78888888888889,0,0,FALSE
2,44,44,4,3,4.4,0,0,2,1,2,0,19,112.966666666667,9.41388888888889,1440,146.55,0,0,0,0,0,0,0,0,0,0,0,0,6,16,1.5,0.0775862068965515,21,0.761904761904762,7.14285714285714,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-5.01388888888889,0,0,TRUE
2,45,45,4,3,3,0,0,2,1,2,0,20,76.0166666666667,6.33472222222222,1440,76.0166666666667,0,0,0,0,1,0,0,3.5,3,92.3333333333333,0,0.666666666666667,6,16,1.5,0.0775862068965515,21,0.761904761904762,7.14285714285714,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-3.33472222222222,1,0,TRUE
2,46,46,4,3,3.68,1,0,2,1,2,0,6,35.9666666666667,2.99722222222222,568.533333333333,928.533333333333,0,0,0,1,6,0,1,3.005,14,37.6428571428571,1,0.928571428571429,1,4.5,2.25,0.416666666666667,21,0.214285714285714,10.7142857142857,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.68277777777778,6,0,TRUE
3,47,47,4,2,6.94,1,0,2,2,2,0,7,176.666666666667,14.7222222222222,537.7,897.7,0,2,0,1,0,0,0,1.7375,4,21.375,0,1,2,9.66666666666667,6.08333333333333,0.641477272727273,21,0.46031746031746,28.968253968254,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-7.7822222222222,0,0,FALSE
1,48,48,4,4,14.7,1,0,2,2,2,0,7,139.133333333333,11.5944444444444,481.9,841.9,0,2,0,0,2,0,1,8.78272727272727,10,107.545454545455,1,1,2,9.66666666666667,6.08333333333333,0.641477272727273,21,0.46031746031746,28.968253968254,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3.1055555555556,2,0,FALSE
1,49,49,4,4,14.21,1,0,2,2,2,0,10,60.75,5.0625,347.05,707.05,0,0,0,0,1,0,0,10.995625,10,169.875,1,0.6875,3,33.3333333333333,15.1666666666667,0.453383683222393,21,1.58730158730159,72.2222222222222,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,9.1475,1,0,FALSE
1,50,50,4,4,13.56,1,0,2,2,2,0,10,82.4,6.86666666666667,345.083333333333,705.083333333333,0,0,0,0,1,0,1,1.665,2,58,1,0,3,33.3333333333333,15.1666666666667,0.453383683222393,21,1.58730158730159,72.2222222222222,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6.69333333333333,1,0,FALSE
2,51,51,4,3,12.58,1,0,2,1,2,0,10,157.916666666667,13.1597222222222,321.016666666667,681.016666666667,2,0,0,2,2,0,0,9.088,7,117.7,1,0.9,3,33.3333333333333,15.1666666666667,0.453383683222393,21,1.58730158730159,72.2222222222222,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-0.5797222222222,2,0,TRUE
3,52,52,4,2,9.23,1,0,2,1,2,0,10,128.266666666667,10.6888888888889,319.966666666667,679.966666666667,0,0,0,4,0,0,0,0,0,0,0,0,3,33.3333333333333,15.1666666666667,0.453383683222393,21,1.58730158730159,72.2222222222222,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-1.4588888888889,0,0,FALSE
2,53,53,4,3,7.19,1,0,2,2,2,0,12,91.15,7.59583333333333,236.8,596.8,2,0,0,2,2,0,0,7.205,7,109.625,1,0.625,3,33.3333333333333,15.1666666666667,0.453383683222393,21,1.58730158730159,72.2222222222222,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-0.405833333333329,2,0,TRUE
2,54,54,4,3,5.39,1,0,2,1,2,0,12,68.0833333333333,5.67361111111111,214.283333333333,574.283333333333,2,0,0,2,2,0,0,7.68,1,94,1,1,3,33.3333333333333,15.1666666666667,0.453383683222393,21,1.58730158730159,72.2222222222222,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-0.28361111111111,2,0,TRUE
2,55,55,4,3,10.94,1,0,2,1,2,0,13,135.516666666667,11.2930555555556,159.383333333333,519.383333333333,2,0,0,2,4,0,1,3.42684210526316,19,46.6315789473684,1,0.842105263157895,4,45,24.25,0.538740079365079,21,2.14285714285714,115.47619047619,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-0.353055555555601,4,0,TRUE
2,56,56,4,3,1.55,1,0,2,1,2,0,14,22.5333333333333,1.87777777777778,69.3166666666667,429.316666666667,2,0,0,2,4,0,0,4.5625,2,91.25,1,0,4,45,24.25,0.538740079365079,21,2.14285714285714,115.47619047619,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-0.32777777777778,4,0,TRUE
1,57,57,4,4,3.76,1,0,2,1,2,0,15,29.8333333333333,2.48611111111111,50.8833333333333,410.883333333333,2,0,0,2,4,0,0,4.885,2,66,1,0.5,4,45,24.25,0.538740079365079,21,2.14285714285714,115.47619047619,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.27388888888889,4,0,FALSE
2,58,58,4,3,2.09,1,0,2,1,2,0,21,59.1,4.925,1440,59.1,0,0,0,0,0,0,0,0,0,0,0,0,6,16,1.5,0.0775862068965515,21,0.761904761904762,7.14285714285714,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-2.835,0,0,TRUE
2,59,59,4,3,16.66,0,1,2,1,3,0,9,208.733333333333,17.3944444444444,368.5,728.5,1,1,0,2,1,0,0,7.30875,6,91.375,0,1,2,4.66666666666667,1.33333333333333,0.366666666666667,21,0.222222222222222,6.34920634920635,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-0.734444444444399,1,0,TRUE
1,60,60,4,4,19.6,0,1,2,4,3,0,9,165.183333333333,13.7652777777778,381.9,741.9,0,0,0,1,2,0,0,0,0,0,0,0,2,4.66666666666667,1.33333333333333,0.366666666666667,21,0.222222222222222,6.34920634920635,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5.8347222222222,2,0,FALSE
2,61,61,4,3,6.13,1,1,2,1,3,0,9,77.15,6.42916666666667,418.366666666667,778.366666666667,1,2,0,1,1,0,1,1.94,4,59,1,0.25,2,4.66666666666667,1.33333333333333,0.366666666666667,21,0.222222222222222,6.34920634920635,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-0.29916666666667,1,0,TRUE
3,62,62,4,2,3,0,0,2,1,3,0,4,59.6833333333333,4.97361111111111,698.416666666667,1058.41666666667,0,0,0,1,9,0,0,3.375,2,164,0,1,6,13,1.25,0.078125,21,0.619047619047619,5.95238095238095,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1.97361111111111,9,0,FALSE
1,63,63,4,4,8,0,0,2,1,3,0,7,88.6166666666667,7.38472222222222,514.083333333333,874.083333333333,0,0,0,4,0,0,0,10.2380952380952,14,130.809523809524,0,1,2,4.66666666666667,1.33333333333333,0.366666666666667,21,0.222222222222222,6.34920634920635,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.61527777777778,0,0,FALSE
2,64,64,4,3,2.6,0,0,2,4,3,0,8,28.9166666666667,2.40972222222222,453.6,813.6,0,0,0,4,0,0,0,2.2,2,81,0,0,2,4.66666666666667,1.33333333333333,0.366666666666667,21,0.222222222222222,6.34920634920635,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.19027777777778,0,0,TRUE
2,65,65,4,3,2.4,0,0,2,2,3,0,8,29.7166666666667,2.47638888888889,454.85,814.85,0,0,0,4,0,0,0,0,0,0,0,0,2,4.66666666666667,1.33333333333333,0.366666666666667,21,0.222222222222222,6.34920634920635,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-0.0763888888888902,0,0,TRUE
3,66,66,4,2,14.7,0,0,2,2,3,0,8,190.183333333333,15.8486111111111,438.116666666667,798.116666666667,0,0,0,1,0,0,0,0,0,0,0,0,2,4.66666666666667,1.33333333333333,0.366666666666667,21,0.222222222222222,6.34920634920635,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-1.1486111111111,0,0,FALSE
3,67,67,4,2,14.7,0,0,2,1,3,0,9,236.766666666667,19.7305555555556,412.95,772.95,1,1,0,2,1,0,0,8,1,99,0,1,2,4.66666666666667,1.33333333333333,0.366666666666667,21,0.222222222222222,6.34920634920635,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-5.0305555555556,1,0,FALSE
2,68,68,4,3,9,0,0,2,1,3,0,9,100.1,8.34166666666667,412.216666666667,772.216666666667,1,2,0,1,1,0,0,1,1,34,0,0,2,4.66666666666667,1.33333333333333,0.366666666666667,21,0.222222222222222,6.34920634920635,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.65833333333333,1,0,TRUE
1,69,69,4,4,14.7,0,0,2,1,3,0,10,149.583333333333,12.4652777777778,331.866666666667,691.866666666667,0,0,0,1,2,0,0,0,0,0,0,0,3,35.6666666666667,22.25,0.629617446393762,21,1.6984126984127,105.952380952381,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2.2347222222222,2,0,FALSE
2,70,70,4,3,8.8,0,0,2,1,3,0,10,102.566666666667,8.54722222222222,301.4,661.4,0,0,0,1,2,0,0,0,0,0,0,0,3,35.6666666666667,22.25,0.629617446393762,21,1.6984126984127,105.952380952381,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.25277777777778,2,0,TRUE
